,unique.plot,leaf.type,site,species,Site.Sample.Order,Field.Location,full.id,site.rep,OVT.Variety,variety.rep,OVT.Var.Entry,plot.rep,OVT.plot,Lat.N,Lon.W,plantHt,temp,humid,leaftemp.diff,soilmoist,NPQt,Phi2,PhiNO,PhiNPQ,PAR,Chla,leafthick,Yield,Test.Weight,Ear.Height,Soil.Type,Soil.Texture,CEC,HM_perc,pH,P.soil,K.soil,Ca.soil,Mg.soil,Mn.soil,Zn.soil,Cu.soil,Sample_Date,Elev,Precip_90day,LT_90day,HT_90day,MAP,MLT,MHT,LAI.ratio.type,LAI.mean,LAI.sd,LAI.reps,LAI.CV,Notes
43,121,3rd&4th fully expanded (leaflet),BEAVT,SOY,1,"right19 ,up1",121-BEAVT-SOY-V1-P1,1,MO4901D GT,1,833,1,119,35.58073,-76.58185,104.3,NA,NA,NA,21.81,NA,NA,NA,NA,NA,NA,NA,74.34600497,NA,NA,Ponzer Muck,Organic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2019,3,258.01,8.5,36.8,1256.14,10.9,22.5,no external sensor,10.56160938,0.958378486,4,9.074170904,; Good yielding location with no obvious disease pressure. No soil test results available
44,122,3rd&4th fully expanded (leaflet),BEAVT,SOY,2,"right20 ,up1",122-BEAVT-SOY-V2-P1,1,S13-10592C,2,834,1,120,35.58072,-76.5819,98.3,NA,NA,NA,20.95,NA,NA,NA,NA,NA,NA,NA,77.90751062,NA,NA,Ponzer Muck,Organic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2019,3,258.01,8.5,36.8,1256.14,10.9,22.5,no external sensor,10.52489209,1.100724896,4,10.45830101,; Good yielding location with no obvious disease pressure. No soil test results available
45,123,3rd&4th fully expanded (leaflet),BEAVT,SOY,3,"right20 ,up2",123-BEAVT-SOY-V3-P1,1,S14-15146R,3,835,1,121,35.58071,-76.58179,99.5,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,80.54948303,NA,NA,Ponzer Muck,Organic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2019,3,258.01,8.5,36.8,1256.14,10.9,22.5,no external sensor,10.04330688,1.173105399,4,11.68046953,; Good yielding location with no obvious disease pressure. No soil test results available
46,124,3rd&4th fully expanded (leaflet),BEAVT,SOY,4,"right2 ,up4",124-BEAVT-SOY-V1-P2,1,MO4901D GT,1,833,2,202,35.581,-76.58158,88.5,NA,NA,NA,19.39,NA,NA,NA,NA,NA,NA,NA,73.459584,NA,NA,Ponzer Muck,Organic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2019,3,258.01,8.5,36.8,1256.14,10.9,22.5,no external sensor,8.675237041,1.335882226,4,15.39879797,; Good yielding location with no obvious disease pressure. No soil test results available
47,125,3rd&4th fully expanded (leaflet),BEAVT,SOY,5,"right9 ,up6",125-BEAVT-SOY-V2-P2,1,S13-10592C,2,834,2,235,35.58089,-76.58137,96.8,NA,NA,NA,21.19,NA,NA,NA,NA,NA,NA,NA,63.71704452,NA,NA,Ponzer Muck,Organic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2019,3,258.01,8.5,36.8,1256.14,10.9,22.5,no external sensor,9.165938499,1.007538938,4,10.99220705,; Good yielding location with no obvious disease pressure. No soil test results available
48,126,3rd&4th fully expanded (leaflet),BEAVT,SOY,6,"right3 ,up7",126-BEAVT-SOY-V3-P2,1,S14-15146R,3,835,2,246,35.58099,-76.58128,69,NA,NA,NA,17.76,NA,NA,NA,NA,NA,NA,NA,62.91185545,NA,NA,Ponzer Muck,Organic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2019,3,258.01,8.5,36.8,1256.14,10.9,22.5,no external sensor,4.623827016,0.90500244,4,19.57258429,"skimpy plot, smaller pods relative to rest of this same variety at this site; Good yielding location with no obvious disease pressure. No soil test results available"
49,127,3rd&4th fully expanded (leaflet),BEAVT,SOY,7,"right6 ,up8",127-BEAVT-SOY-V1-P3,1,MO4901D GT,1,833,3,301,35.58094,-76.58118,84.3,NA,NA,NA,18.76,NA,NA,NA,NA,NA,NA,NA,67.33910025,NA,NA,Ponzer Muck,Organic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2019,3,258.01,8.5,36.8,1256.14,10.9,22.5,no external sensor,6.902385246,1.844327809,4,26.72015171,; Good yielding location with no obvious disease pressure. No soil test results available
50,128,3rd&4th fully expanded (leaflet),BEAVT,SOY,8,"right12 ,up10",128-BEAVT-SOY-V3-P3,1,S14-15146R,3,835,3,335,35.58084,-76.58098,95.3,NA,NA,NA,18.28,NA,NA,NA,NA,NA,NA,NA,61.50065832,NA,NA,Ponzer Muck,Organic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2019,3,258.01,8.5,36.8,1256.14,10.9,22.5,no external sensor,9.73106161,0.932352535,4,9.58120062,; Good yielding location with no obvious disease pressure. No soil test results available
51,129,3rd&4th fully expanded (leaflet),BEAVT,SOY,9,"right15 ,up12",129-BEAVT-SOY-V2-P3,1,S13-10592C,2,834,3,372,35.5808,-76.58077,89.3,NA,NA,NA,16.02,NA,NA,NA,NA,NA,NA,NA,69.64025655,NA,NA,Ponzer Muck,Organic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2019,3,258.01,8.5,36.8,1256.14,10.9,22.5,no external sensor,7.523415516,0.688551021,4,9.152106777,; Good yielding location with no obvious disease pressure. No soil test results available
53,130,3rd&4th fully expanded (leaflet),BEAVT,SOY,10,"right8 ,up14",130-BEAVT-SOY-V2-P4,1,S13-10592C,2,834,4,442,35.5809,-76.58058,103,NA,NA,NA,18.13,NA,NA,NA,NA,NA,NA,NA,71.03657986,NA,NA,Ponzer Muck,Organic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2019,3,258.01,8.5,36.8,1256.14,10.9,22.5,no external sensor,10.21955194,0.877163697,4,8.583191341,; Good yielding location with no obvious disease pressure. No soil test results available
54,131,3rd&4th fully expanded (leaflet),BEAVT,SOY,11,"right14 ,up15",131-BEAVT-SOY-V3-P4,1,S14-15146R,3,835,4,463,35.58082,-76.58047,81.5,NA,NA,NA,16.62,NA,NA,NA,NA,NA,NA,NA,60.42577777,NA,NA,Ponzer Muck,Organic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2019,3,258.01,8.5,36.8,1256.14,10.9,22.5,no external sensor,6.83141174,0.74262824,4,10.87078731,; Good yielding location with no obvious disease pressure. No soil test results available
55,132,3rd&4th fully expanded (leaflet),BEAVT,SOY,12,"right18 ,up15",132-BEAVT-SOY-V1-P4,1,MO4901D GT,1,833,4,467,35.58075,-76.58047,90.8,NA,NA,NA,15.55,NA,NA,NA,NA,NA,NA,NA,58.67455228,NA,NA,Ponzer Muck,Organic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/29/2019,3,258.01,8.5,36.8,1256.14,10.9,22.5,no external sensor,6.736293118,1.227522462,4,18.22252151,; Good yielding location with no obvious disease pressure. No soil test results available
56,133,3rd&4th fully expanded (leaflet),PASVT,SOY,1,"right19 ,up1",133-PASVT-SOY-V1-P1,2,MO4901D GT,1,833,1,119,36.26283,-76.2529,78.3,NA,NA,NA,14.83,NA,NA,NA,NA,NA,NA,NA,65.1897931,NA,NA,Gertie silt loam,Silt Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/31/2019,3,352.43,8.8,36.8,1207.4,10.5,21.6,no external sensor,4.604528126,0.578871036,4,12.5717776,"skimpy plot, planter problems?; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available"
57,134,3rd&4th fully expanded (leaflet),PASVT,SOY,2,"right20 ,up1",134-PASVT-SOY-V2-P1,2,S13-10592C,2,834,1,120,36.26283,-76.25293,79,NA,NA,NA,15.21,NA,NA,NA,NA,NA,NA,NA,50.0467349,NA,NA,Gertie silt loam,Silt Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/31/2019,3,352.43,8.8,36.8,1207.4,10.5,21.6,no external sensor,4.353694508,0.459360833,4,10.551058,"skimpy plot, planter problems?; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available"
58,135,3rd&4th fully expanded (leaflet),PASVT,SOY,3,"right20 ,up2",135-PASVT-SOY-V3-P1,2,S14-15146R,3,835,1,121,36.26275,-76.25288,71.8,NA,NA,NA,15.18,NA,NA,NA,NA,NA,NA,NA,56.62199172,NA,NA,Gertie silt loam,Silt Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/31/2019,3,352.43,8.8,36.8,1207.4,10.5,21.6,no external sensor,4.486833491,1.061404807,4,23.65598833,"skimpy plot, planter problems?; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available"
59,136,3rd&4th fully expanded (leaflet),PASVT,SOY,4,"right13 ,up5",136-PASVT-SOY-V3-P2,2,S14-15146R,3,835,2,216,36.26261,-76.25262,82.5,NA,NA,NA,13.88,NA,NA,NA,NA,NA,NA,NA,64.88136828,NA,NA,Gertie silt loam,Silt Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/31/2019,3,352.43,8.8,36.8,1207.4,10.5,21.6,no external sensor,7.905814547,1.173151032,4,14.83909122,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available"
60,137,3rd&4th fully expanded (leaflet),PASVT,SOY,5,"right10 ,up8",137-PASVT-SOY-V2-P2,2,S13-10592C,2,834,2,274,36.2624,-76.25244,78,NA,NA,NA,12.74,NA,NA,NA,NA,NA,NA,NA,50.7549771,NA,NA,Gertie silt loam,Silt Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/31/2019,3,352.43,8.8,36.8,1207.4,10.5,21.6,no external sensor,5.010516504,1.702945878,4,33.98743177,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available"
61,138,3rd&4th fully expanded (leaflet),PASVT,SOY,6,"right17 ,up8",138-PASVT-SOY-V1-P2,2,MO4901D GT,1,833,2,267,36.26236,-76.25255,101,NA,NA,NA,11.89,NA,NA,NA,NA,NA,NA,NA,75.65567559,NA,NA,Gertie silt loam,Silt Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/31/2019,3,352.43,8.8,36.8,1207.4,10.5,21.6,no external sensor,7.73733257,1.066443554,4,13.78309054,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available"
62,139,3rd&4th fully expanded (leaflet),PASVT,SOY,7,"right2 ,up9",139-PASVT-SOY-V1-P3,2,MO4901D GT,1,833,3,308,36.26238,-76.25226,67.5,NA,NA,NA,10.42,NA,NA,NA,NA,NA,NA,NA,.,NA,NA,Gertie silt loam,Silt Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/31/2019,3,352.43,8.8,36.8,1207.4,10.5,21.6,no external sensor,3.404423322,1.034103925,4,30.37530374,"skimpy, plot7 was near a generally bad section of the field.; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available"
64,140,3rd&4th fully expanded (leaflet),PASVT,SOY,8,"right13 ,up9",140-PASVT-SOY-V3-P3,2,S14-15146R,3,835,3,319,36.26229,-76.25244,94,NA,NA,NA,13.51,NA,NA,NA,NA,NA,NA,NA,73.77161379,NA,NA,Gertie silt loam,Silt Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/31/2019,3,352.43,8.8,36.8,1207.4,10.5,21.6,no external sensor,8.147137057,0.492963107,4,6.050752598,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available"
65,141,3rd&4th fully expanded (leaflet),PASVT,SOY,9,"right20 ,up10",141-PASVT-SOY-V2-P3,2,S13-10592C,2,834,3,327,36.26219,-76.25252,97.5,NA,NA,NA,12.98,NA,NA,NA,NA,NA,NA,NA,63.12534952,NA,NA,Gertie silt loam,Silt Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/31/2019,3,352.43,8.8,36.8,1207.4,10.5,21.6,no external sensor,7.709234635,0.629462762,4,8.165048698,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available"
66,142,3rd&4th fully expanded (leaflet),PASVT,SOY,10,"right2 ,up12",142-PASVT-SOY-V3-P4,2,S14-15146R,3,835,4,408,36.26217,-76.25212,102,NA,NA,NA,15.35,NA,NA,NA,NA,NA,NA,NA,57.026816,NA,NA,Gertie silt loam,Silt Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/31/2019,3,352.43,8.8,36.8,1207.4,10.5,21.6,no external sensor,9.529931023,1.047480955,4,10.99148517,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available"
67,143,3rd&4th fully expanded (leaflet),PASVT,SOY,11,"right19 ,up15",143-PASVT-SOY-V2-P4,2,S13-10592C,2,834,4,468,36.26183,-76.25226,108.3,NA,NA,NA,13.41,NA,NA,NA,NA,NA,NA,NA,64.04221241,NA,NA,Gertie silt loam,Silt Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/31/2019,3,352.43,8.8,36.8,1207.4,10.5,21.6,no external sensor,6.603584522,0.525725799,4,7.961218596,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available"
68,144,3rd&4th fully expanded (leaflet),PASVT,SOY,12,"right16 ,up16",144-PASVT-SOY-V1-P4,2,MO4901D GT,1,833,4,474,36.26176,-76.25216,112,NA,NA,NA,10.34,NA,NA,NA,NA,NA,NA,NA,67.60271669,NA,NA,Gertie silt loam,Silt Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/31/2019,3,352.43,8.8,36.8,1207.4,10.5,21.6,no external sensor,8.922533858,1.302898747,4,14.60234018,"; Average yields, with above average rainfall.  No obvious disease pressure.  No soil test results available"
69,145,3rd&4th fully expanded (leaflet),ROWVT,SOY,1,"right19 ,up1",145-ROWVT-SOY-V1-P1,3,MO4901D GT,1,833,1,119,35.6917,-80.623,100.3,NA,NA,NA,23.31,NA,NA,NA,NA,NA,NA,NA,73.4200896,NA,NA,Lloyd clay loam,Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/2019,220,311.5,6.6,34.9,1079.74,8.5,21.6,no external sensor,6.724824941,0.526917305,4,7.835405529,"; High yields, no disease pressure.  Field fertilized with cow manure.  No soil test results available."
70,146,3rd&4th fully expanded (leaflet),ROWVT,SOY,2,"right20 ,up1",146-ROWVT-SOY-V2-P1,3,S13-10592C,2,834,1,120,35.69171,-80.62305,103.8,NA,NA,NA,24.47,NA,NA,NA,NA,NA,NA,NA,93.42711415,NA,NA,Lloyd clay loam,Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/2019,220,311.5,6.6,34.9,1079.74,8.5,21.6,no external sensor,6.567780247,0.553416609,4,8.42623517,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure"
71,147,3rd&4th fully expanded (leaflet),ROWVT,SOY,3,"right21 ,up1",147-ROWVT-SOY-V3-P1,3,S14-15146R,3,835,1,121,35.69168,-80.623,96.3,NA,NA,NA,23.92,NA,NA,NA,NA,NA,NA,NA,86.94738223,NA,NA,Lloyd clay loam,Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/2019,220,311.5,6.6,34.9,1079.74,8.5,21.6,no external sensor,9.322619438,2.253462915,4,24.17199297,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure"
72,148,3rd&4th fully expanded (leaflet),ROWVT,SOY,4,"right5 ,up4",148-ROWVT-SOY-V2-P2,3,S13-10592C,2,834,2,231,35.69191,-80.62265,79.5,NA,NA,NA,24.91,NA,NA,NA,NA,NA,NA,NA,70.67695117,NA,NA,Lloyd clay loam,Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/2019,220,311.5,6.6,34.9,1079.74,8.5,21.6,no external sensor,4.68535387,0.989193011,4,21.11245039,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure"
73,149,3rd&4th fully expanded (leaflet),ROWVT,SOY,5,"right6 ,up4",149-ROWVT-SOY-V3-P2,3,S14-15146R,3,835,2,230,35.6919,-80.6227,73.8,NA,NA,NA,23.54,NA,NA,NA,NA,NA,NA,NA,73.79278963,NA,NA,Lloyd clay loam,Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/2019,220,311.5,6.6,34.9,1079.74,8.5,21.6,no external sensor,5.491639124,0.590202389,4,10.74729012,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure"
75,150,3rd&4th fully expanded (leaflet),ROWVT,SOY,6,"right17 ,up5",150-ROWVT-SOY-V1-P2,3,MO4901D GT,1,833,2,252,35.6917,-80.6226,87.8,NA,NA,NA,22.24,NA,NA,NA,NA,NA,NA,NA,85.67865468,NA,NA,Lloyd clay loam,Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/2019,220,311.5,6.6,34.9,1079.74,8.5,21.6,no external sensor,6.39007304,0.984677509,4,15.40948755,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure"
76,151,3rd&4th fully expanded (leaflet),ROWVT,SOY,7,"right16 ,up7",151-ROWVT-SOY-V1-P3,3,MO4901D GT,1,833,3,330,35.69169,-80.62243,83.5,NA,NA,NA,23.74,NA,NA,NA,NA,NA,NA,NA,65.50114196,NA,NA,Lloyd clay loam,Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/2019,220,311.5,6.6,34.9,1079.74,8.5,21.6,no external sensor,8.19524907,0.248961616,4,3.037877355,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure"
77,152,3rd&4th fully expanded (leaflet),ROWVT,SOY,8,"right18 ,up7",152-ROWVT-SOY-V2-P3,3,S13-10592C,2,834,3,332,35.69166,-80.62244,85.3,NA,NA,NA,21.51,NA,NA,NA,NA,NA,NA,NA,60.53950108,NA,NA,Lloyd clay loam,Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/2019,220,311.5,6.6,34.9,1079.74,8.5,21.6,no external sensor,5.708502554,1.439419195,4,25.21535519,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure"
78,153,3rd&4th fully expanded (leaflet),ROWVT,SOY,9,"right27 ,up8",153-ROWVT-SOY-V3-P3,3,S14-15146R,3,835,3,344,35.69148,-80.62133,88.8,NA,NA,NA,19.04,NA,NA,NA,NA,NA,NA,NA,74.77368739,NA,NA,Lloyd clay loam,Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/2019,220,311.5,6.6,34.9,1079.74,8.5,21.6,no external sensor,8.53597668,1.283629277,4,15.03787235,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure"
79,154,3rd&4th fully expanded (leaflet),ROWVT,SOY,10,"right18 ,up9",154-ROWVT-SOY-V3-P4,3,S14-15146R,3,835,4,411,35.69162,-80.62224,77.8,NA,NA,NA,22.52,NA,NA,NA,NA,NA,NA,NA,70.66955432,NA,NA,Lloyd clay loam,Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/2019,220,311.5,6.6,34.9,1079.74,8.5,21.6,no external sensor,5.671928921,1.29883993,4,22.89943946,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure"
80,155,3rd&4th fully expanded (leaflet),ROWVT,SOY,11,"right15 ,up10",155-ROWVT-SOY-V2-P4,3,S13-10592C,2,834,4,435,35.69165,-80.62209,93.5,NA,NA,NA,19.62,NA,NA,NA,NA,NA,NA,NA,83.01375735,NA,NA,Lloyd clay loam,Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/2019,220,311.5,6.6,34.9,1079.74,8.5,21.6,no external sensor,5.833610781,1.305195706,4,22.37371937,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure"
81,156,3rd&4th fully expanded (leaflet),ROWVT,SOY,12,"right23 ,up11",156-ROWVT-SOY-V1-P4,3,MO4901D GT,1,833,4,472,35.69149,-80.62202,89.3,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,87.47990908,NA,NA,Lloyd clay loam,Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/24/2019,220,311.5,6.6,34.9,1079.74,8.5,21.6,no external sensor,7.838093611,1.011288881,4,12.9022302,"; Extremely high yields, no disease pressure.  Field fertilized with cow manure"
83,169,3rd&4th fully expanded (leaflet),YADVT,SOY,1,"right19 ,up1",169-YADVT-SOY-V1-P1,5,MO4901D GT,1,833,1,119,36.20227,-80.73409,65.8,NA,NA,NA,14.47,NA,NA,NA,NA,NA,NA,NA,49.12238168,NA,NA,Clifford sandy clay loam,Sandy Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/2019,343,431.26,4.9,33.4,1189.59,7.9,20.5,no external sensor,3.657530999,0.999539214,4,27.32824997,"; Moderate drought stress, below average yielding location, no disease pressure"
85,170,3rd&4th fully expanded (leaflet),YADVT,SOY,2,"right20 ,up1",170-YADVT-SOY-V2-P1,5,S13-10592C,2,834,1,120,36.20225,-80.73409,50.3,NA,NA,NA,15.55,NA,NA,NA,NA,NA,NA,NA,39.83593043,NA,NA,Clifford sandy clay loam,Sandy Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/2019,343,431.26,4.9,33.4,1189.59,7.9,20.5,no external sensor,2.303000603,0.156536627,4,6.79707276,"; Moderate drought stress, below average yielding location, no disease pressure"
86,171,3rd&4th fully expanded (leaflet),YADVT,SOY,3,"right21 ,up1",171-YADVT-SOY-V3-P1,5,S14-15146R,3,835,1,121,36.20224,-80.73412,44.8,NA,NA,NA,14.72,NA,NA,NA,NA,NA,NA,NA,43.060512,NA,NA,Clifford sandy clay loam,Sandy Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/2019,343,431.26,4.9,33.4,1189.59,7.9,20.5,no external sensor,3.008686883,0.735276899,4,24.43846528,"; Moderate drought stress, below average yielding location, no disease pressure"
87,172,3rd&4th fully expanded (leaflet),YADVT,SOY,4,"right2 ,up4",172-YADVT-SOY-V3-P2,5,S14-15146R,3,835,2,234,36.20245,-80.7338,57.3,NA,NA,NA,13.58,NA,NA,NA,NA,NA,NA,NA,63.25359283,NA,NA,Clifford sandy clay loam,Sandy Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/2019,343,431.26,4.9,33.4,1189.59,7.9,20.5,no external sensor,4.969209126,1.337711469,4,26.92000749,"; Moderate drought stress, below average yielding location, no disease pressure"
88,173,3rd&4th fully expanded (leaflet),YADVT,SOY,5,"right28 ,up4",173-YADVT-SOY-V2-P2,5,S13-10592C,2,834,2,208,36.20197,-80.73383,69,NA,NA,NA,14.05,NA,NA,NA,NA,NA,NA,NA,49.71005782,NA,NA,Clifford sandy clay loam,Sandy Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/2019,343,431.26,4.9,33.4,1189.59,7.9,20.5,no external sensor,4.1979755,0.40607136,4,9.673028338,"; Moderate drought stress, below average yielding location, no disease pressure"
89,174,3rd&4th fully expanded (leaflet),YADVT,SOY,6,"right9 ,up5",174-YADVT-SOY-V1-P2,5,MO4901D GT,1,833,2,244,36.20233,-80.73382,73.8,NA,NA,NA,18.46,NA,NA,NA,NA,NA,NA,NA,40.8759029,NA,NA,Clifford sandy clay loam,Sandy Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/2019,343,431.26,4.9,33.4,1189.59,7.9,20.5,no external sensor,4.016735099,0.360092062,4,8.964794874,"; Moderate drought stress, below average yielding location, no disease pressure"
90,175,3rd&4th fully expanded (leaflet),YADVT,SOY,7,"right4 ,up6",175-YADVT-SOY-V3-P3,5,S14-15146R,3,835,3,311,36.20232,-80.73366,60,NA,NA,NA,13.29,NA,NA,NA,NA,NA,NA,NA,53.47743371,NA,NA,Clifford sandy clay loam,Sandy Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/2019,343,431.26,4.9,33.4,1189.59,7.9,20.5,no external sensor,4.929691118,0.408432102,4,8.28514591,"; Moderate drought stress, below average yielding location, no disease pressure"
91,176,3rd&4th fully expanded (leaflet),YADVT,SOY,8,"right9 ,up8",176-YADVT-SOY-V2-P3,5,S13-10592C,2,834,3,362,36.20218,-80.73356,58.8,NA,NA,NA,16.97,NA,NA,NA,NA,NA,NA,NA,42.00511829,NA,NA,Clifford sandy clay loam,Sandy Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/2019,343,431.26,4.9,33.4,1189.59,7.9,20.5,no external sensor,3.158944722,0.319276911,4,10.10707497,"; Moderate drought stress, below average yielding location, no disease pressure"
92,177,3rd&4th fully expanded (leaflet),YADVT,SOY,9,"right20 ,up8",177-YADVT-SOY-V1-P3,5,MO4901D GT,1,833,3,351,36.20193,-80.73349,59,NA,NA,NA,18.34,NA,NA,NA,NA,NA,NA,NA,38.77786637,NA,NA,Clifford sandy clay loam,Sandy Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/2019,343,431.26,4.9,33.4,1189.59,7.9,20.5,no external sensor,3.647009383,0.57586636,4,15.79009811,"; Moderate drought stress, below average yielding location, no disease pressure"
93,178,3rd&4th fully expanded (leaflet),YADVT,SOY,10,"right13 ,up9",178-YADVT-SOY-V1-P4,5,MO4901D GT,1,833,4,406,36.20205,-80.73343,50.5,NA,NA,NA,15.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clifford sandy clay loam,Sandy Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/2019,343,431.26,4.9,33.4,1189.59,7.9,20.5,no external sensor,1.875339761,0.841992429,4,44.89812707,"skimpy plot; Moderate drought stress, below average yielding location, no disease pressure"
94,179,3rd&4th fully expanded (leaflet),YADVT,SOY,11,"right13 ,up10",179-YADVT-SOY-V3-P4,5,S14-15146R,3,835,4,437,36.202,-80.73334,48.8,NA,NA,NA,15.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clifford sandy clay loam,Sandy Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/2019,343,431.26,4.9,33.4,1189.59,7.9,20.5,no external sensor,2.240270864,0.409407108,4,18.27489319,"; Moderate drought stress, below average yielding location, no disease pressure"
96,180,3rd&4th fully expanded (leaflet),YADVT,SOY,12,"right21 ,up10",180-YADVT-SOY-V2-P4,5,S13-10592C,2,834,4,429,36.20186,-80.73335,51.8,NA,NA,NA,19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clifford sandy clay loam,Sandy Clay Loam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/2/2019,343,431.26,4.9,33.4,1189.59,7.9,20.5,no external sensor,2.204260523,0.471455664,4,21.38838213,"; Moderate drought stress, below average yielding location, no disease pressure"
97,181,flag,CCRS,SWCH,1,"longways up 9ft, shortways in 15ft",181-CCRS-SWCH-V_-P_,1,Performer,NA,NA,1,NA,35.66542,-78.51302,197.5,37.81,48.51,1.78,12.4,4.9,0.41,0.1,0.49,1232.58,55.05,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/7/2019,100,339.3,7.3,36,1177.02,9.5,21.8,no external sensor,13.79332378,1.476106951,2,10.70160445,; 
98,182,flag,CCRS,SWCH,2,"longways up 32ft, shortways in 34ft",182-CCRS-SWCH-V_-P_,1,Performer,NA,NA,1,NA,35.66541,-78.51295,196,39.97,43.63,1.06,12.09,5.36,0.34,0.1,0.55,1596.77,65.15,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/7/2019,100,339.3,7.3,36,1177.02,9.5,21.8,no external sensor,11.27597147,2.753889124,2,24.42263297,; 
