"","asv","direction","domain","conf.d","phylum","conf.p","class","conf.c","order","conf.o","family","conf.f","genus","conf.g","species","conf.s","num"
"ASV392","ASV392","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",96,"Tremellales",96,"Tremellaceae",91,"Cryptococcus",91,"Cryptococcus dimennae",91,392
"ASV393","ASV393","+","Fungi",100,"Basidiomycota",100,"Microbotryomycetes",100,"Leucosporidiales",100,"Leucosporidiaceae",100,"Leucosporidiella",100,"Leucosporidiella fragaria",94,393
"ASV394","ASV394","+","Fungi",100,"Basidiomycota",98,"Tremellomycetes",97,"Tremellales",97,"Tremellaceae",91,"Cryptococcus",91,"Cryptococcus luteolus",90,394
"ASV397","ASV397","+","Fungi",100,"Ascomycota",77,"",5,"",5,"",5,"",1,"",1,397
"ASV398","ASV398","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",89,"Capnodiales",89,"",61,"",25,"",21,398
"ASV400","ASV400","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Cochliobolus",91,"Cochliobolus lunatus",76,400
"ASV402","ASV402","+","Fungi",100,"Ascomycota",100,"Taphrinomycetes",100,"Taphrinales",100,"Taphrinaceae",100,"Taphrina",94,"Taphrina_confusa|SH211014.06FU",97,402
"ASV403","ASV403","+","Fungi",100,"Ascomycota",99,"Dothideomycetes",99,"Pleosporales",99,"Phaeosphaeriaceae",97,"Phaeosphaeriopsis",77,"Phaeosphaeria oryzae",74,403
"ASV404","ASV404","+","Fungi",100,"Ascomycota",96,"",30,"",30,"",30,"",30,"",29,404
"ASV405","ASV405","+","Fungi",100,"Basidiomycota",94,"Tremellomycetes",91,"Tremellales",91,"Incertae_sedis_12",91,"Cryptococcus_1",89,"Cryptococcus_aff_amylolyticus_AS_22501|SH223364.06FU",85,405
"ASV406","ASV406","+","Fungi",100,"Ascomycota",99,"Dothideomycetes",86,"Capnodiales",86,"Teratosphaeriaceae",75,"",45,"",42,406
"ASV412","ASV412","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellaceae",100,"Cryptococcus",100,"Cryptococcus tephrensis",75,412
"ASV413","ASV413","+","Fungi",100,"Ascomycota",93,"",37,"",5,"",5,"",5,"",5,413
"ASV415","ASV415","+","Fungi",100,"Ascomycota",90,"Dothideomycetes",71,"Pleosporales",71,"",50,"",42,"",42,415
"ASV416","ASV416","+","Fungi",100,"",39,"",18,"",15,"",15,"",6,"",6,416
"ASV417","ASV417","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Capnodiales",100,"Schizothyriaceae",100,"Zygophiala",100,"Zygophiala wisconsinensis",100,417
"ASV418","ASV418","+","Fungi",100,"Basidiomycota",100,"Exobasidiomycetes",100,"Exobasidiomycetidae_Incertae sedis",100,"Exobasidiomycetidae_Incertae sedis",100,"Tilletiopsis",100,"Tilletiopsis pallescens",100,418
"ASV421","ASV421","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellaceae",100,"Cryptococcus",100,"Cryptococcus rajasthanensis",99,421
"ASV422","ASV422","+","Fungi",100,"Basidiomycota",96,"Tremellomycetes",93,"Tremellales",93,"Tremellales_Incertae sedis",93,"Bullera",92,"Bullera variabilis",92,422
"ASV424","ASV424","+","Fungi",100,"Basidiomycota",92,"Tremellomycetes",76,"",69,"",69,"",69,"",69,424
"ASV427","ASV427","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Lewia",100,"Alternaria_metachromatica|SH224792.06FU",100,427
"ASV428","ASV428","+","Fungi",100,"Basidiomycota",98,"Tremellomycetes",98,"Tremellales",98,"Tremellaceae",97,"Cryptococcus",97,"Cryptococcus luteolus",95,428
"ASV432","ASV432","+","Fungi",100,"Basidiomycota",100,"Cystobasidiomycetes",100,"Erythrobasidiales",100,"Erythrobasidiales_Incertae sedis",100,"Erythrobasidium",100,"Erythrobasidium_hasegawianum|SH239324.06FU",97,432
"ASV434","ASV434","+","Fungi",100,"",51,"",10,"",10,"",8,"",6,"",5,434
"ASV436","ASV436","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Xylariales",100,"Hyponectriaceae",98,"Microdochium",95,"Microdochium bolleyi",95,436
"ASV437","ASV437","+","Fungi",100,"Ascomycota",90,"Eurotiomycetes",100,"Chaetothyriales",100,"Herpotrichiellaceae",100,"Phaeococcomyces",90,"Phaeococcomyces_sp|SH217607.06FU",90,437
"ASV438","ASV438","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Pleospora",100,"Pleospora alfalfae",88,438
"ASV439","ASV439","+","Fungi",100,"Ascomycota",100,"Taphrinomycetes",100,"Taphrinales",100,"Taphrinaceae",100,"Lalaria",98,"Lalaria_carpini|SH219277.06FU",72,439
"ASV441","ASV441","+","Fungi",100,"",40,"",21,"",21,"",8,"",7,"",7,441
"ASV443","ASV443","+","Fungi",100,"Ascomycota",96,"Dothideomycetes",94,"Pleosporales",89,"Fungi_unidentified_1_1",100,"Fungi_unidentified_1_1",100,"Fungi_sp|SH213113.06FU",100,443
"ASV444","ASV444","+","Fungi",100,"",58,"",30,"",27,"",15,"",15,"",10,444
"ASV445","ASV445","+","Fungi",100,"Ascomycota",94,"",50,"",32,"",32,"",30,"",30,445
"ASV447","ASV447","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Capnodiales",100,"Mycosphaerellaceae",100,"Ramichloridium",93,"Ramichloridium cerophilum",93,447
"ASV448","ASV448","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Montagnulaceae",100,"Paraphaeosphaeria",100,"Paraphaeosphaeria michotii",100,448
"ASV449","ASV449","+","Fungi",100,"Basidiomycota",100,"Agaricostilbomycetes",100,"Agaricostilbales",100,"Agaricostilbaceae",100,"Bensingtonia",100,"Bensingtonia miscanthi",100,449
"ASV450","ASV450","+","Fungi",100,"Ascomycota",75,"Dothideomycetes",93,"Pleosporales",92,"Pleosporales_unidentified",92,"Pleosporales_unidentified_1",92,"Pleosporales_sp|SH203351.06FU",80,450
"ASV451","ASV451","+","Fungi",100,"Ascomycota",79,"",55,"",51,"",27,"",17,"",12,451
"ASV453","ASV453","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellales_unidentified",76,"Tremellales_unidentified_1",76,"Tremellales_sp|SH229400.06FU",76,453
"ASV455","ASV455","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",90,"Capnodiales",90,"Mycosphaerellaceae",89,"Dissoconium",72,"",59,455
"ASV456","ASV456","+","Fungi",100,"Ascomycota",97,"Dothideomycetes",93,"Capnodiales",93,"Mycosphaerellaceae",91,"Fungi_unidentified_1_1",98,"Fungi_sp|SH235748.06FU",92,456
"ASV461","ASV461","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Capnodiales",100,"Mycosphaerellaceae",100,"Mycosphaerella",100,"",67,461
"ASV462","ASV462","+","Fungi",100,"Basidiomycota",100,"Cystobasidiomycetes",100,"Erythrobasidiales",100,"Erythrobasidiales_Incertae sedis",100,"Erythrobasidium",100,"Sporobolomyces yunnanensis",100,462
"ASV466","ASV466","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellales_Incertae sedis",100,"Dioszegia",100,"Dioszegia changbaiensis",99,466
"ASV468","ASV468","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Filobasidiales",100,"Filobasidiaceae",100,"Filobasidium",100,"Filobasidium floriforme",100,468
"ASV469","ASV469","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellaceae",83,"Cryptococcus",83,"Cryptococcus_sp_UFMG_BRO506|SH229460.06FU",77,469
"ASV471","ASV471","+","Fungi",100,"Basidiomycota",100,"Microbotryomycetes",100,"Sporidiobolales",100,"Sporidiobolales_Incertae sedis",100,"Rhodotorula",100,"Rhodotorula ingeniosa",91,471
"ASV473","ASV473","+","Fungi",100,"Ascomycota",100,"Taphrinomycetes",100,"Taphrinales",100,"Taphrinaceae",100,"Lalaria",100,"Lalaria inositophila",100,473
"ASV476","ASV476","+","Fungi",100,"Ascomycota",99,"Dothideomycetes",86,"Pleosporales",82,"",15,"",14,"",6,476
"ASV477","ASV477","+","Fungi",100,"Basidiomycota",100,"Ustilaginomycetes",99,"Ustilaginales",99,"Ustilaginaceae",99,"Ustilago",80,"",39,477
"ASV478","ASV478","+","Fungi",100,"Ascomycota",95,"Dothideomycetes",81,"Pleosporales",80,"Lophiostomataceae",70,"Tetraploa",70,"Tetraploa aristata",70,478
"ASV480","ASV480","+","Fungi",100,"Chytridiomycota",70,"Chytridiomycetes",70,"Spizellomycetales",71,"Spizellomycetaceae",71,"Spizellomyces",70,"",32,480
"ASV481","ASV481","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Capnodiales",100,"Mycosphaerellaceae",100,"Mycosphaerella",100,"Mycosphaerella nyssicola",100,481
"ASV482","ASV482","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",98,"Capnodiales",98,"Mycosphaerellaceae",98,"Mycosphaerella",96,"Dothideomycetes_sp|SH216152.06FU",100,482
"ASV483","ASV483","+","Fungi",100,"Ascomycota",98,"Eurotiomycetes",98,"Chaetothyriales",98,"Chaetothyriales_Incertae sedis",98,"Strelitziana",98,"Strelitziana mali",88,483
"ASV486","ASV486","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Xylariales",100,"Hyponectriaceae",99,"Microdochium",97,"Microdochium bolleyi",97,486
"ASV487","ASV487","+","Fungi",100,"Ascomycota",100,"Leotiomycetes",100,"Helotiales",100,"Sclerotiniaceae",100,"Botryotinia",85,"Botrytis_caroliniana|SH237443.06FU",99,487
"ASV488","ASV488","+","Fungi",100,"Ascomycota",91,"",27,"",14,"",14,"",14,"",12,488
"ASV491","ASV491","+","Fungi",100,"Ascomycota",93,"Dothideomycetes",86,"Pleosporales",83,"Lophiostomataceae",74,"Lophiostoma",74,"",57,491
"ASV492","ASV492","+","Fungi",100,"Basidiomycota",99,"Tremellomycetes",96,"Tremellales",96,"Tremellales_Incertae sedis",96,"Kockovaella",95,"",50,492
"ASV493","ASV493","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Capnodiales",100,"Schizothyriaceae",100,"Zygophiala",100,"Schizothyriaceae_sp|SH232271.06FU",96,493
"ASV494","ASV494","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Lophiostomataceae",100,"Lophiostoma",100,"Lophiostoma_fuckelii|SH237048.06FU",100,494
"ASV496","ASV496","+","Fungi",100,"Ascomycota",94,"Dothideomycetes",91,"Pleosporales",87,"Phaeosphaeriaceae",78,"",51,"",49,496
"ASV497","ASV497","+","Fungi",100,"Ascomycota",99,"Dothideomycetes",99,"Pleosporales",100,"Pleosporales_unidentified",100,"Pleosporales_unidentified_1",100,"Pleosporales_sp|SH231238.06FU",100,497
"ASV498","ASV498","+","Fungi",100,"Basidiomycota",98,"Agaricostilbomycetes",84,"Agaricostilbales",84,"Chionosphaeraceae",84,"Kurtzmanomyces",84,"",34,498
"ASV499","ASV499","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Phaeosphaeriaceae",84,"Phaeosphaeria",84,"Phaeosphaeria sp 1 MM_2012",72,499
"ASV503","ASV503","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Cochliobolus",100,"Cochliobolus intermedius",99,503
"ASV506","ASV506","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Montagnulaceae",100,"Paraphaeosphaeria",100,"Paraphaeosphaeria michotii",100,506
"ASV507","ASV507","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Xylariales",100,"Amphisphaeriaceae",100,"Pestalotiopsis",100,"Pestalotiopsis aquatica",90,507
"ASV509","ASV509","+","Fungi",100,"Basidiomycota",78,"Tremellomycetes",100,"Tremellales",100,"Incertae_sedis_12",100,"Cryptococcus_1",100,"Cryptococcus_aff_taibaiensis_IMUFRJ_51982|SH198061.06FU",100,509
"ASV510","ASV510","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Capnodiales",100,"Mycosphaerellaceae",100,"Mycosphaerella",98,"Sphaerulina_pseudovirgaureae|SH212655.06FU",87,510
"ASV511","ASV511","+","Fungi",100,"Ascomycota",94,"Dothideomycetes",93,"Pleosporales",91,"Phaeosphaeriaceae",76,"",39,"",39,511
"ASV513","ASV513","+","Fungi",100,"Basidiomycota",100,"Ustilaginomycetes",100,"Ustilaginales",100,"Ustilaginaceae",100,"Pseudozyma",97,"Pseudozyma tsukubaensis",97,513
"ASV515","ASV515","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Trichosphaeriales",100,"Trichosphaeriales_Incertae sedis",100,"Khuskia",90,"Trichosphaeriales_sp|SH237073.06FU",83,515
"ASV516","ASV516","+","Fungi",100,"Ascomycota",81,"",10,"",9,"",9,"",9,"",9,516
"ASV520","ASV520","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Leptosphaeriaceae",100,"Paraphoma",100,"Paraphoma chrysanthemicola",100,520
"ASV522","ASV522","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Xylariales",100,"Xylariales_Incertae sedis",100,"Phomatospora",100,"Dinemasporium strigosum",100,522
"ASV523","ASV523","+","Fungi",100,"Ascomycota",92,"",62,"",59,"",34,"",34,"",22,523
"ASV524","ASV524","+","Fungi",100,"Ascomycota",81,"",18,"",7,"",7,"",7,"",7,524
"ASV525","ASV525","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Sordariomycetidae_Incertae sedis",100,"Glomerellaceae",100,"Glomerella",100,"",45,525
"ASV527","ASV527","+","Fungi",100,"Ascomycota",100,"Taphrinomycetes",100,"Taphrinales",100,"Taphrinaceae",100,"Taphrina",92,"Taphrina_confusa|SH211014.06FU",97,527
"ASV528","ASV528","+","Fungi",100,"Ascomycota",100,"Taphrinomycetes",100,"Taphrinales",100,"Taphrinaceae",100,"Lalaria",100,"Lalaria inositophila",100,528
"ASV531","ASV531","+","Fungi",100,"Ascomycota",94,"Leotiomycetes",100,"Helotiales",100,"Helotiales_unidentified",100,"Helotiales_unidentified_1",100,"Helotiales_sp|SH191096.06FU",100,531
"ASV532","ASV532","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Cochliobolus",96,"Bipolaris spicifera",92,532
"ASV534","ASV534","+","Fungi",100,"Basidiomycota",99,"Cystobasidiomycetes",89,"Cystobasidiales",89,"Cystobasidiaceae",89,"Occultifur",89,"Occultifur externus",89,534
"ASV536","ASV536","+","Fungi",100,"Basidiomycota",100,"Microbotryomycetes",100,"Sporidiobolales",100,"Sporidiobolales_Incertae sedis",100,"Rhodotorula",100,"Rhodotorula_nothofagi|SH223682.06FU",100,536
"ASV538","ASV538","+","Fungi",100,"Ascomycota",96,"",53,"",40,"",40,"",38,"",38,538
"ASV539","ASV539","+","Fungi",100,"Ascomycota",100,"Leotiomycetes",100,"Helotiales",100,"Sclerotiniaceae",100,"Botryotinia",87,"Botrytis_caroliniana|SH237443.06FU",99,539
"ASV540","ASV540","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Hypocreales",100,"Nectriaceae",100,"Gibberella",91,"Fusarium kyushuense",78,540
"ASV542","ASV542","+","Fungi",100,"Basidiomycota",76,"Agaricomycetes",76,"",22,"",22,"",20,"",20,542
"ASV544","ASV544","+","Fungi",100,"Ascomycota",75,"",67,"",40,"",19,"",19,"",17,544
"ASV546","ASV546","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Trichosphaeriales",100,"Trichosphaeriales_Incertae sedis",100,"",53,"",29,546
"ASV549","ASV549","+","Fungi",100,"Ascomycota",91,"Dothideomycetes",88,"Pleosporales",83,"Phaeosphaeriaceae",71,"Dothideomycetes_unidentified_1",95,"Dothideomycetes_sp|SH227809.06FU",95,549
"ASV551","ASV551","+","Fungi",100,"Ascomycota",100,"Eurotiomycetes",100,"Eurotiales",100,"Trichocomaceae",100,"Petromyces",100,"Aspergillus flavus",89,551
"ASV552","ASV552","+","Fungi",100,"Basidiomycota",97,"Tremellomycetes",92,"Tremellales",92,"Tremellales_Incertae sedis",92,"Bullera",91,"Bullera variabilis",91,552
"ASV553","ASV553","+","Fungi",100,"Ascomycota",78,"",21,"",21,"",21,"",14,"",14,553
"ASV555","ASV555","+","Fungi",100,"Basidiomycota",83,"",44,"",44,"",33,"",33,"",20,555
"ASV556","ASV556","+","Fungi",100,"Ascomycota",99,"Dothideomycetes",82,"Capnodiales",82,"Mycosphaerellaceae",77,"Colletogloeum",100,"Colletogloeum_sp|SH220698.06FU",100,556
"ASV557","ASV557","+","Fungi",100,"Ascomycota",98,"Dothideomycetes",96,"Pleosporales",95,"Ascomycota_unidentified_1",100,"Ascomycota_unidentified_1_1",100,"Ascomycota_sp|SH237537.06FU",100,557
"ASV561","ASV561","+","Fungi",100,"Ascomycota",84,"Dothideomycetes",73,"Pleosporales",73,"Pleosporales_unidentified",100,"Pleosporales_unidentified_1",100,"Pleosporales_sp|SH232020.06FU",100,561
"ASV562","ASV562","+","Fungi",100,"Ascomycota",100,"Eurotiomycetes",100,"Chaetothyriales",100,"Chaetothyriales_Incertae sedis",100,"Strelitziana",100,"Strelitziana_albiziae|SH211993.06FU",100,562
"ASV563","ASV563","+","Fungi",100,"Ascomycota",100,"Eurotiomycetes",100,"Chaetothyriales",100,"Chaetothyriaceae",100,"Cyphellophora",100,"",52,563
"ASV564","ASV564","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Cochliobolus",100,"Cochliobolus intermedius",100,564
"ASV565","ASV565","+","Fungi",100,"Ascomycota",96,"Dothideomycetes",96,"Pleosporales",88,"Phaeosphaeriaceae",70,"Pleosporales_unidentified_1",100,"Pleosporales_sp|SH206986.06FU",100,565
"ASV566","ASV566","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",99,"Capnodiales",99,"Capnodiales_Incertae sedis",99,"Toxicocladosporium",99,"Toxicocladosporium pseudoveloxum",99,566
"ASV568","ASV568","+","Fungi",100,"Ascomycota",96,"",30,"",30,"",30,"",30,"",30,568
"ASV569","ASV569","+","Fungi",100,"Basidiomycota",100,"Exobasidiomycetes",100,"Entylomatales",100,"Entylomataceae",100,"Entyloma",100,"",53,569
"ASV570","ASV570","+","Fungi",100,"Ascomycota",92,"Dothideomycetes",84,"Botryosphaeriales",87,"",58,"",58,"",58,570
"ASV576","ASV576","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Filobasidiales",100,"Filobasidiaceae",100,"Filobasidium",100,"Filobasidium floriforme",100,576
"ASV577","ASV577","+","Fungi",100,"Ascomycota",95,"Dothideomycetes",91,"Pleosporales",90,"",55,"",53,"",51,577
"ASV578","ASV578","+","Fungi",100,"Basidiomycota",99,"Microbotryomycetes",79,"Sporidiobolales",79,"Sporidiobolales_Incertae sedis",79,"Rhodotorula",74,"Rhodotorula_sp_YM24636|SH227561.06FU",73,578
"ASV579","ASV579","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellaceae",100,"Cryptococcus",100,"Cryptococcus tephrensis",87,579
"ASV580","ASV580","+","Fungi",100,"Basidiomycota",77,"Agaricomycetes",74,"",64,"",64,"",64,"",63,580
"ASV581","ASV581","+","Fungi",100,"",59,"",12,"",12,"",8,"",8,"",8,581
"ASV585","ASV585","+","Fungi",100,"",57,"",8,"",8,"",8,"",8,"",7,585
"ASV587","ASV587","+","Fungi",100,"Basidiomycota",100,"Ustilaginomycetes",100,"Ustilaginales",100,"Ustilaginaceae",100,"Ustilago",100,"Ustilago bullata",99,587
"ASV588","ASV588","+","Fungi",100,"Basidiomycota",100,"Exobasidiomycetes",100,"Entylomatales",100,"Entylomataceae",100,"Entyloma",100,"Exobasidiomycetes_sp|SH228428.06FU",100,588
"ASV590","ASV590","+","Fungi",100,"Ascomycota",95,"",42,"",42,"",42,"",42,"",40,590
"ASV591","ASV591","+","Fungi",100,"Ascomycota",85,"Dothideomycetes",97,"Pleosporales",96,"Pleosporales_unidentified",94,"Pleosporales_unidentified_1",94,"Pleosporales_sp|SH203351.06FU",87,591
"ASV595","ASV595","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Cystofilobasidiales",100,"Cystofilobasidiaceae",100,"Itersonilia",99,"Itersonilia perplexans",99,595
"ASV596","ASV596","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Xylariales",100,"Hyponectriaceae",100,"Monographella",99,"Microdochium majus",81,596
"ASV598","ASV598","+","Fungi",100,"Basidiomycota",100,"Tremellomycetes",100,"Tremellales",100,"Tremellaceae",100,"Cryptococcus",100,"Cryptococcus laurentii",100,598
"ASV599","ASV599","+","Fungi",100,"Basidiomycota",100,"Cystobasidiomycetes",100,"Erythrobasidiales",100,"Erythrobasidiales_Incertae sedis",100,"Erythrobasidium",100,"Erythrobasidium_hasegawianum|SH239324.06FU",92,599
"ASV600","ASV600","+","Fungi",100,"Ascomycota",84,"Ascomycota_unidentified",96,"Ascomycota_unidentified_1",96,"Ascomycota_unidentified_1",96,"Ascomycota_unidentified_1_1",96,"Ascomycota_sp|SH191097.06FU",96,600
"ASV601","ASV601","+","Fungi",100,"Ascomycota",100,"Eurotiomycetes",100,"Eurotiales",100,"Trichocomaceae",100,"Penicillium",99,"Penicillium oxalicum",97,601
"ASV602","ASV602","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Hypocreales",100,"Clavicipitaceae",100,"Claviceps",100,"Claviceps purpurea",100,602
"ASV603","ASV603","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Capnodiales",100,"Mycosphaerellaceae",100,"Dissoconium",100,"Dissoconium aciculare",94,603
"ASV605","ASV605","+","Fungi",100,"Ascomycota",100,"Eurotiomycetes",100,"Chaetothyriales",100,"Herpotrichiellaceae",96,"Phialophora",96,"Phialophora sessilis",96,605
"ASV607","ASV607","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Capnodiales",100,"Mycosphaerellaceae",100,"Ramichloridium",92,"Ramichloridium cerophilum",92,607
"ASV608","ASV608","+","Fungi",100,"Ascomycota",100,"Taphrinomycetes",100,"Taphrinales",100,"Taphrinaceae",100,"Taphrina",83,"Taphrina carpini",79,608
"ASV612","ASV612","+","Fungi",100,"Ascomycota",90,"Dothideomycetes",78,"Pleosporales",76,"Lophiostomataceae",74,"Massarina",74,"Massarina igniaria",71,612
"ASV614","ASV614","+","Fungi",100,"Basidiomycota",100,"Ustilaginomycetes",100,"Ustilaginales",100,"Ustilaginaceae",100,"Ustilago",100,"Ustilago trichophora",95,614
"ASV616","ASV616","+","Fungi",100,"Ascomycota",87,"",23,"",13,"",5,"",5,"",5,616
"ASV617","ASV617","+","Fungi",100,"Ascomycota",95,"Dothideomycetes",93,"Pleosporales",92,"Incertae_sedis_16",90,"Wojnowicia",90,"Wojnowicia_viburni|SH207003.06FU",90,617
"ASV618","ASV618","+","Fungi",100,"Ascomycota",99,"Dothideomycetes",94,"Capnodiales",94,"",44,"",44,"",17,618
"ASV619","ASV619","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Cochliobolus",96,"Bipolaris spicifera",94,619
"ASV620","ASV620","+","Fungi",100,"Basidiomycota",100,"Ustilaginomycetes",100,"Ustilaginales",100,"Ustilaginaceae",100,"",38,"",27,620
"ASV621","ASV621","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",99,"Capnodiales",99,"",39,"",33,"",33,621
"ASV622","ASV622","+","Fungi",100,"Basidiomycota",100,"Cystobasidiomycetes",100,"Erythrobasidiales",100,"Erythrobasidiales_Incertae sedis",100,"Erythrobasidium",100,"Erythrobasidium_hasegawianum|SH239324.06FU",100,622
"ASV624","ASV624","+","Fungi",100,"",47,"",47,"",47,"",47,"",47,"",47,624
"ASV625","ASV625","+","Fungi",100,"Basidiomycota",100,"Microbotryomycetes",100,"Sporidiobolales",100,"Sporidiobolales_Incertae sedis",100,"Sporobolomyces",100,"Sporobolomyces sasicola",74,625
"ASV628","ASV628","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Cochliobolus",100,"Cochliobolus pallescens",99,628
"ASV631","ASV631","+","Fungi",100,"Ascomycota",90,"Dothideomycetes",86,"Pleosporales",86,"",32,"",32,"",27,631
"ASV632","ASV632","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Dothideomycetes_Incertae sedis",100,"Dothideomycetes_Incertae sedis",100,"Peltaster",100,"Peltaster fructicola",100,632
"ASV635","ASV635","+","Fungi",100,"Ascomycota",98,"Dothideomycetes",97,"Pleosporales",86,"Phaeosphaeriaceae",84,"Phaeosphaeria",84,"Phaeosphaeria phragmitis",82,635
"ASV636","ASV636","+","Fungi",100,"Basidiomycota",95,"Tremellomycetes",94,"Tremellales",94,"Tremellales_Incertae sedis",93,"Dioszegia",88,"",32,636
"ASV637","ASV637","+","Fungi",100,"Ascomycota",100,"Sordariomycetes",100,"Sordariomycetidae_Incertae sedis",100,"Glomerellaceae",100,"Glomerella",100,"Glomerella magna",81,637
"ASV638","ASV638","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",99,"Capnodiales",99,"Mycosphaerellaceae",97,"",37,"",23,638
"ASV639","ASV639","+","Fungi",100,"Ascomycota",98,"Leotiomycetes",85,"Ascomycota_unidentified_1",100,"Ascomycota_unidentified_1",100,"Ascomycota_unidentified_1_1",100,"Ascomycota_sp|SH190182.06FU",100,639
"ASV640","ASV640","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",96,"Capnodiales",96,"Teratosphaeriaceae",72,"",32,"",21,640
"ASV643","ASV643","+","Fungi",100,"Basidiomycota",95,"Tremellomycetes",77,"Tremellales",82,"Incertae_sedis_12",82,"Cryptococcus_1",82,"Cryptococcus_sp_QMW_2009a|SH209978.06FU",82,643
"ASV644","ASV644","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Phaeosphaeriaceae",100,"Phaeosphaeria",100,"Stagonospora_pseudovitensis|SH199974.06FU",99,644
"ASV645","ASV645","+","Fungi",100,"Ascomycota",84,"Dothideomycetes",72,"",63,"",50,"",50,"",44,645
"ASV648","ASV648","+","Fungi",100,"Basidiomycota",98,"Agaricomycetes",98,"Agaricales",98,"Mycenaceae",94,"Panellus",78,"",67,648
"ASV649","ASV649","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",99,"Capnodiales",99,"",40,"",37,"",37,649
"ASV650","ASV650","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Capnodiales",100,"Schizothyriaceae",100,"Zygophiala",100,"Schizothyrium pomi",90,650
"ASV652","ASV652","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Cochliobolus",100,"Cochliobolus heterostrophus",99,652
"ASV656","ASV656","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Pleosporales",100,"Pleosporaceae",100,"Lewia",100,"Alternaria_metachromatica|SH224792.06FU",100,656
"ASV657","ASV657","+","Fungi",100,"Ascomycota",100,"Dothideomycetes",100,"Incertae_sedis_8",100,"Incertae_sedis_19",100,"Leptospora",100,"Leptospora_rubella|SH213116.06FU",100,657
